,ID,Isi_Tweet,Sentimen
1551,165358016,rt prfmnews pelantikan ridwan kamil dihadiri mantan presiden ri bj habibie mantan wakil presiden jusuf kalla prabowo,0
1552,648224219,mantap pekanbaruco presiden dahlan janji miskinkan koruptor go riau,1
1553,1409951393,rt realistis rt mkusumawijaya yg demokrat menawarkan pemenang konvensi sbg cawapres capres,0
1554,491869796,love rt pekanbaruco presiden dahlan janji miskinkan koruptor go riau,1
1555,-303617204,rt lilyssuryani make promises ca make rt pekanbaruco presiden dahlan janji akn miskinkan koruptor,-1
1556,-1523199992,iya mudah ditebak mkusumawijaya yg demokrat menawarkan pemenang konvensi sbg cawapres capres,0
1557,-673721069,rt blurrainbow arb ngapain ikutan prfmnews pelantikan ridwan kamil dihadiri mantan presiden ri bj habibie mantan wakil,0
1558,-2182442,rt iya mudah ditebak mkusumawijaya yg demokrat menawarkan pemenang konvensi sbg cawapres,0
1559,-213120495,go dahlan rt pekanbaruco presiden dahlan janji miskinkan koruptor go riau,1
1560,-389486195,presiden koruptor wajibkan hukuman matirt pekanbaruco presiden dahlan janji miskinkan koruptor semisk,0
1561,1746221674,dlm dialog tvonenews sore sy tdk lihat wajh capres dahlan iskan dipolitisir kayaknya biar nggak nutup pamor abu rizal bakrie,0
1562,23110955,rt batamobilrental dlm dialog tvonenews sore sy tdk lihat wajh capres dahlan iskan dipolitisir kayaknya biar nggak nutup pamor,0
1563,-405885466,andai calon presiden wkil presiden jokowi jokowi pazti indonesia kya majapahit bangkit,0
1564,-1236477675,rt andai calon presiden wkil presiden jokowi jokowi pazti indonesia kya majapahit bangkit,0
1565,2124523041,pd menjamin capresnya menyaingin capres kecuali media dahlan iskan,0
1566,1306273189,btw emang ya milih dino patidjalal presiden dahlan iskan masib gaungnya konvensi partai,1
1567,-153782665,partai gerindra capres prabowo memenangkan pemilu tunggu tanggal mainnya eeeng iiing eengg,0
1568,1818836714,capres dahlan iskan sy bikin yg sulit jd mudah yg mudah mudah satriopanilih danieelst kissmiyanto,0
1569,-1770416876,capres dahlan iskan sy bikin yg sulit jd mudah yg mudah mudah wirosables kodratarief kalamanaya,0
1570,641881583,rt capres dahlan iskan sy bikin yg sulit jd mudah yg mudah mudah satriopanilih danieelst kissmiyanto,0
1571,2859924,capres dahlan iskan sy bikin yg sulit jd mudah yg mudah mudah masbedjo,0
1572,1353638197,urus bandara tdk becus persis pasar capres dahlan iskan yg sulit jd mudah masbedjo,-1
1573,-1800734248,kalla ridwan kamil tiru jokowi mantan wakil presiden jusuf kalla menyambangi kantor wali kota bandung periode,0
1574,1064371118,partai gerindra capres prabowo,0
1575,942914568,kalo aniesbaswedan presiden gubernurnya jkt ridwankamil walikotanya bdg sy optimis negeri,1
1576,-1909869892,rt kalo aniesbaswedan presiden gubernurnya jkt ridwankamil walikotanya bdg sy optimis,1
1577,1898346376,rt kalo aniesbaswedan presiden gubernurnya jkt ridwankamil walikotanya bdg sy optimis,1
1578,-64491978,yg bs bikin jokowi kalah cuman mega capres jokowi cawapres jokowi capres puan cawapres duet ama roma mysaid,0
1579,1381627516,kl vicky yg bs bikin jokowi kalah cuman mega capres jokowi cawapres jokowi capres puan cawapres,0
1580,-609106954,rt kalo aniesbaswedan presiden gubernurnya jkt ridwankamil walikotanya bdg sy optimis,1
1581,999454987,kontroversi hati rt irenecutemom kl vicky ikan yg bs bikin jokowi kalah mega capres jokowi cawapres jokowi capres puan cawapres,0
1582,1113335998,rt kalo aniesbaswedan presiden gubernurnya jkt ridwankamil walikotanya bdg sy optimis,1
1583,-234821798,rt kalo aniesbaswedan presiden gubernurnya jkt ridwankamil walikotanya bdg sy optimis,1
1584,835460036,rt kontroversi hati rt irenecutemom kl vicky ikan yg bs bikin jokowi kalah mega capres jokowi cawapres jokowi,0
1585,-609980940,rt irenecutemom kl vicky yg bs bikin jokowi kalah cuman mega capres jokowi cawapres jokowi capres puan cawapres,0
1586,71445595,rt yg bs bikin jokowi kalah cuman mega capres jokowi cawapres jokowi capres puan cawapres duet ama,0
1587,1486690174,kpan jdi presiden,0
1588,-1601887483,rt kalo aniesbaswedan presiden gubernurnya jkt ridwankamil walikotanya bdg sy optimis,1
1589,-1548212062,rt kpan jdi presiden,0
1590,-1906521548,rt kalo aniesbaswedan presiden gubernurnya jkt ridwankamil walikotanya bdg sy optimis,1
1591,-1716189792,rt kalo aniesbaswedan presiden gubernurnya jkt ridwankamil walikotanya bdg sy optimis,1
1592,-791979283,rt kalo aniesbaswedan presiden gubernurnya jkt ridwankamil walikotanya bdg sy optimis,1
1593,1634836668,rapimnas golkar bahas calon wakil presiden aburizal menerima masukan dpd dpc golkar,0
1594,179444443,nih kisahnya promosi capres arb kh haha berani berpikir berani bermimpi berani bertindak arb wkk,-1
1595,-947163249,adu jago partai golkar jago baca capres aburizal bakrie sang ketua pan jago hatta rajasa sang ketua,0
1596,-117419021,rt kalo aniesbaswedan presiden gubernurnya jkt ridwankamil walikotanya bdg sy optimis,1
1597,1550332255,rt adu jago partai golkar jago baca capres aburizal bakrie sang ketua pan jago hatta rajasa,0
1598,239150862,hasilnya negatif suara u capres prabowo sgt tipis dimengerti bhw rakyat pemilih tdk suka capres lajang,0
1599,-1973703061,iya mempromosiakan wkk nih kisahnya promosi capres arb kh haha berani berpikir berani bermim,-1
1600,-1221590107,dibayar brpa nyawa wkwk iya mempromosiakan wkk nih kisahnya promosi capres arb kh haha,-1
1601,-1383488075,rt dibayar brpa nyawa wkwk iya mempromosiakan wkk nih kisahnya promosi capres,-1
1602,1502873293,rt iya mempromosiakan wkk nih kisahnya promosi capres arb kh haha berani b,-1
1603,-1853887372,jokowi presd nya kalo aniesbaswedan presiden gubernurnya jkt ridwankamil walikotanya bdg sy panta,1
1604,-970546021,loveniey jokowi presd nya kalo aniesbaswedan presiden gubernurnya jkt takut,1
1605,-1104703378,rt loveniey jokowi presd nya kalo aniesbaswedan presiden gubernurnya jkt ridwankamil walikotanya bdg sy,1
1606,1827782448,rt diosamuel loveniey jokowi presd nya kalo aniesbaswedan presiden gubernurnya jkt ta,1
1607,-510803211,rt loveniey jokowi presd nya kalo aniesbaswedan presiden gubernurnya jkt ridwankamil walikotanya bdg sy,1
1608,1594247726,rt loveniey jokowi presd nya kalo aniesbaswedan presiden gubernurnya jkt ridwankamil walikotanya bdg sy,1
1609,1375561557,rt diosamuel loveniey jokowi presd nya kalo aniesbaswedan presiden gubernurnya jkt ta,1
1610,2026639536,rt loveniey jokowi presd nya kalo aniesbaswedan presiden gubernurnya jkt ridwankamil walikotanya bdg sy,1
1611,-1144840235,rt diosamuel loveniey jokowi presd nya kalo aniesbaswedan presiden gubernurnya jkt ta,1
1612,-117582844,rt loveniey jokowi presd nya kalo aniesbaswedan presiden gubernurnya jkt ridwankamil walikotanya bdg sy,1
1613,1603923944,reformasi pg tdk berkuasa habibie setahun jagung jd presiden wiranto yg menang konvensi jg gagal,0
1614,-1091076719,rt standupkupang wow jokowi cawapreskan dg capres aburizal bakrie nama paketnya awi awiiiiiiiiiiiiiiiiiiiiiii,0
1615,-134409381,maju capres mahfud md janji kahmi,0
1616,2063841372,kombinasi capres cawapres sbyudhoyono menarik perhelatan,0
1617,469139591,rt atoyoswira kombinasi capres cawapres sbyudhoyono menarik perhelatan,0
1618,-996549959,harleydavidsoon alinmamake adiook poto taun mak zaman nya presiden megawati mengusir penjajah,0
1619,1445609571,rustamibrahim yg menolak capres jokowi analogi kerja mandor yg ukurannya fisik tdk analigi kerja pemimpin,0
1620,2056598347,rt wibag rustamibrahim yg menolak capres jokowi analogi kerja mandor yg ukurannya fisik tdk analigi kerja,0
1621,1227447731,jk jokowi populer blusukan yogyakarta mantan wakil presiden jusuf kalla menilai gubernur dki jakarta joko wido,0
1622,-755122872,rt jk jokowi populer blusukan yogyakarta mantan wakil presiden jusuf kalla menilai gubernur dki,0
1623,-2024146830,rt katanieke resmi capres jokowi udah sasaran tembak lawan politiknya ketakutan ha,0
1624,1456472741,septahabibimo beritajakarta laporan pendanaan capres jokowi prakondisi gubernur ahok ya,0
1625,-1823704672,yg blng pemenang konvensi pd jd capres jk mencapai maksudnya ya,0
1626,1775617595,citarasa sdh dirasakan idealis yg berpolitik melhat iklan capres arb tsb,0
1627,1878237149,rt davidridwanbetz citarasa sdh dirasakan idealis yg berpolitik melhat,0
1628,910199878,partaisocmed mohmahfudmd yg presiden jokowi,0
1629,-1767996214,migatama fadjroel ridwankamil nasazwar gubernur presiden msh byk yg ketipu,-1
1630,-104355545,rt wahyuhartono migatama fadjroel ridwankamil nasazwar gubernur presiden msh byk yg ketipu,-1
1631,1885773707,didukung jawa pos group kah segi dahlan menyodok posisi raihan persen,1
1632,169066877,presiden jokowi,0
1633,-1355679622,maju capres mahfud temui kiai jombang â jombang mantan ketua mahkamah konsititusi mahfud md dijadwalkan menemui,0
1634,1208205514,maju capres mahfud temui kiai jombang â berita kabar,0
1635,1352605831,rt wartaterupdate maju capres mahfud temui kiai jombang â,0
1636,-467998373,presiden arb udah nyanyi aja,-1
1637,1166273188,sepak terjang rk kreatifitas dinilai publik inspiratif mustahil rk jd magnet calon wakil presiden prabowo,1
1638,-1551335969,kh maimun zubair capres mahfud md negara darussalam negara darul islam menang darul islam,0
1639,1574135811,sbyudhoyono pemaparan capres wiranto kekayaan sy syajuga gk tau tanah sy,0
1640,-537953557,charta politika ical underdog bersaing capres prabowo jokowi kalamanaya helmihelmimoze,-1
1641,78922323,rt fadjroel pendukung capres joko widodo biar rakyat menilai,0
1642,-2095069567,charta politika ical underdog kalahkan capres prabowo jokowi masbedjo,-1
1643,789478146,charta politika ical underdog kalahkan capres prabowo jokowi winprakarsa masbedjo,-1
1644,-2040267637,charta politika ical underdog kalahkan capres prabowo jokowi murnisaroso,-1
1645,-595365822,rt charta politika ical underdog bersaing capres prabowo jokowi kalamanaya helmihelmimoze,-1
1646,49642955,charta politika ical underdog kalahkan capres prabowo jokowi kalongmbengi panjijaripeduli winprakarsa,-1
1647,83242646,rt charta politika ical underdog kalahkan capres prabowo jokowi winprakarsa masbedjo,-1
1648,364341103,jauhhh ical underdog kalahkan capres prabowo jokowi murnisaroso,-1
1649,-1549008249,rt charta politika ical underdog kalahkan capres prabowo jokowi winprakarsa masbedjo,-1
1650,-812394849,rt charta politika ical underdog bersaing capres prabowo jokowi kalamanaya helmihelmimoze,-1
1651,1663237340,rt charta politika ical underdog kalahkan capres prabowo jokowi masbedjo,-1
1652,-627089157,mulung gitu ud dpt ipad dr prabowo langsung diam seribu bahasa dikasih duit utk tim capres prabowo muhajiraja almubarak,0
1653,1141931083,rt fadjroel pendukung capres joko widodo biar rakyat menilai,0
1654,-1291412168,rt azirmaop mulung gitu ud dpt ipad dr prabowo langsung diam seribu bahasa dikasih duit utk tim capres prabowo muhajiraja,0
1655,-1993649637,rt charta politika ical underdog bersaing capres prabowo jokowi kalamanaya helmihelmimoze,-1
1656,1070480465,sblm nonton final piala dunia nonton debat capres prabowo vs jokowi,0
1657,-1699564230,rt johanesenrico sblm nonton final piala dunia nonton debat capres prabowo vs jokowi,0
1658,-104725903,peserta capres terpengaruh dgn hasil survey liputan media capres jokowi kalah perang,0
1659,2086996919,rt peserta capres terpengaruh dgn hasil survey liputan media capres jokowi kalah,0
1660,1242963302,rt ilmugurusejati capres arb menyinggung jasa guru dg slogan negara berterima kasih guru ilmugur,1
1661,-1853212604,capres arb menyinggung jasa guru dg slogan negara berterima kasih guru ilmugurusejati,1
1662,1609339385,rt ilmugurusejati capres arb menyinggung jasa guru dg slogan negara berterima kasih guru ilmugur,1
1663,-1949847531,emang capres jokowi ya,-1
1664,-517406685,rt koeztri emang capres jokowi ya,-1
1665,133563970,rt koeztri emang capres jokowi ya,-1
1666,85859223,rt koeztri emang capres jokowi ya,-1
1667,123151757,mkusumawijaya presiden megawati trus bikin imej terzalimi trus mengundurkan menkopolkam,0
1668,748602103,rt wimar ganti capres arb djo rt menjelang rapimnas golkar intenral golkar memanas,0
1669,938530954,djo om rt wimar ganti capres arb djo rt menjelang rapimnas golkar intenral golkar memanas,0
1670,-170351686,udah modal rt wimar selamatkan golkarwaduh rt wimar ganti capres arb djo rt menjelang,0
1671,1141243800,djo om wimar ganti capres arb djo rt menjelang rapimnas golkar intenral golkar memanas,0
1672,-919438662,rt udah modal rt wimar selamatkan golkarwaduh rt wimar ganti capres arb djo rt,0
1673,-1523449371,rt djo om rt wimar ganti capres arb djo rt menjelang rapimnas golkar intenral golkar,0
1674,674655783,rt djo om wimar ganti capres arb djo rt menjelang rapimnas golkar intenral golkar meman,-1
1675,-840278516,golkar goyang capres arb demokrat galau dikonvensi pkb risau mahfud daridapa kacau pilih aja yusril ihza mahendra ok,0
1676,-2128067547,rt sukmoharsono golkar goyang capres arb demokrat galau dikonvensi pkb risau mahfud daridapa kacau pilih aja yusril ihza,0
1677,-1329632174,vinabop sbyudhoyono panglima tertinggi tni adalh presiden jk presiden printahkan br tni bergerak jk presiden diam tni jg diam,0
1678,1127227702,yg cocok maju sbagai calon presiden mahfud md jokowi anies baswedan dino pati,0
1679,445140418,anies ato jokowi pap rt yg cocok maju sbagai calon presiden mahfud md jokowi anies baswedan,0
1680,633524924,rt yg cocok maju sbagai calon presiden mahfud md jokowi anies baswedan dino pati,0
1681,-1733562891,rt silvihamzah anies ato jokowi pap rt yg cocok maju sbagai calon presiden mahfud md jokowi,0
1682,-1130391921,udah sekolah suruh pulang presiden tibanya presiden jokowi sikit,0
1683,1934517703,dukungan penuh presiden revolusi tata kota pembangunan masif transportasi massal lcgc,1
1684,1149292016,yah dek amin modal citra pidato duit yah mending blusukan rt amien rais sindir capres jokowi bermodal blusukan,1
1685,-749685921,sdh pilih rhoma irama utk md dibuang pkb woolseychinnpzv nyapres mahfud keliling indonesia,-1
1686,1632156821,mahfud md penguasa calon presiden mahfud md penguasa menj,0
1687,-2113737275,rt sdh pilih rhoma irama utk md dibuang pkb woolseychinnpzv nyapres mahfud k,-1
1688,-486893533,rt akmaller mahfud md penguasa calon presiden mahfud md penguasa,0
1689,-844811662,sbyudhoyono semanget dukung jokowi capres jokowi emoh emoh opo,-1
1690,121899273,rt sbyudhoyono semanget dukung jokowi capres jokowi emoh emoh opo,-1
1691,1621372472,sbyudhoyono mengenal idolakan sby berani mengambil sikap kabinet presiden megawati soekarnoputri,0
1692,-1802122564,rt sbyudhoyono semanget dukung jokowi capres jokowi emoh emoh opo,-1
1693,-755226976,rt mantan wakil presiden jusuf kalla jk mengisyaratkan bertarung pemilihan presiden pilpres,0
1694,-1789085846,tribunnews halnya capres jokowi megawati puan pdip simalakama,0
1695,2126593487,rt harunburniat tribunnews halnya capres jokowi megawati puan pdip simalakama,0
1696,-179085591,tuitmedan capres jokowi medan tuit,1
1697,-814583668,jk pengusaha sunah rasul cirebon mantan wakil presiden jusuf kalla generasi muda ragu pe,0
1698,-1753788157,rt tuitmedan tuitmedan capres jokowi medan tuit,1
1699,1370632992,poros capres jk wakilnya konvensikan hatta yusril mahfud md anis mata surya darma ali said aqil din syamsudin,0
1700,-1466035879,rt purnarachman poros capres jk wakilnya konvensikan hatta yusril mahfud md anis mata surya darma ali said aqil,0
1701,32366668,andaikan jokowi jd presiden jusuf kalla jd makmurmi indonesia,1
1702,944080499,rt khumairahsamsir andaikan jokowi jd presiden jusuf kalla jd makmurmi indonesia,1
1703,1582788590,rt khumairahsamsir andaikan jokowi jd presiden jusuf kalla jd makmurmi indonesia,1
1704,316350130,rt khumairahsamsir andaikan jokowi jd presiden jusuf kalla jd makmurmi indonesia,1
1705,226619138,rt khumairahsamsir andaikan jokowi jd presiden jusuf kalla jd makmurmi indonesia,1
1706,-764757965,rt khumairahsamsir andaikan jokowi jd presiden jusuf kalla jd makmurmi indonesia,1
1707,1089635687,rt khumairahsamsir andaikan jokowi jd presiden jusuf kalla jd makmurmi indonesia,1
1708,-162779106,rt ernaldiazhar sby nih nama calon presiden arb win mmk kntl jmbt,0
1709,-721659005,sembirink fadjroel budimandjatmiko ganjarpranowo aniesbaswedan sengada lawan,0
1710,-359188940,rt partailapar sembirink fadjroel budimandjatmiko ganjarpranowo aniesbaswedan sengada,0
1711,1587544309,petinggi pdip jokowi jd capres jk pdip nyapres inyongmanise masyesta,0
1712,-271635296,calon kuat presiden jokowi mahfudz md dahlan iskan jusuf kalla menurutmu,1
1713,1002097094,rt calon kuat presiden jokowi mahfudz md dahlan iskan jusuf kalla menurutmu,1
1714,-1653663344,rt calon kuat presiden jokowi mahfudz md dahlan iskan jusuf kalla menurutmu,1
1715,978814306,rt petinggi pdip jokowi jd capres jk pdip nyapres inyongmanise masyesta,0
1716,-1110667029,mahfud md presiden jokowi wakil presiden cocok orang yg kasih inspirasi positif indonesia,1
1717,850569460,bertemu aung san suu kyi dibicarakan jusuf kalla kalinya mantan wakil presiden jusuf kalla bertemu,0
1718,-494410418,paket capres maharani mendekat kenyataan kombinasi relatif ideal,1
1719,-86007871,merinding baca berita jokowi beliau maju capres jokowi milik jawa indeed,1
1720,-316399088,rt sipandu merinding baca berita jokowi beliau maju capres jokowi milik jawa indeed,1
1721,-1982537709,rt sipandu merinding baca berita jokowi beliau maju capres jokowi milik jawa indeed,1
1722,-2000373948,capres cawapres aniesbaswedan putaran dpt milih deh,1
1723,909699432,rt sanditribowop capres cawapres aniesbaswedan putaran dpt milih deh,1
1724,-244203430,rt sanditribowop capres cawapres aniesbaswedan putaran dpt milih deh,1
1725,1809050516,rt sanditribowop capres cawapres aniesbaswedan putaran dpt milih deh,1
1726,-1896519221,foto nametag bergaya presiden megawati,0
1727,2077967655,mantan presiden megawati annisaputrir suruh komentar cahyads belom cebok annisaputrir ko bete si,0
1728,299269616,gamungkin cahyads mantan presiden megawati annisaputrir suruh komentar cahyads belom cebok annisaputrir ko bete si,0
1729,167148331,mungkinlah annisaputrir gamungkin cahyads mantan presiden megawati annisaputrir suruh komentar cahyads belom cebok,0
1730,1070716228,stinky cahyads mungkinlah annisaputrir gamungkin cahyads mantan presiden megawati annisaputrir suruh komentar cahyads,0
1731,-18765856,annisaputrir stinky cahyads mungkinlah annisaputrir gamungkin cahyads mantan presiden megawati annisaputrir,0
1732,402497253,rekan yg terkenal geriliyawan handal sdh merapat mendukung capres prabowo bagus tdk,1
1733,-1709812454,musim pake bbm android jokowi presiden jokowi android jasmev,1
1734,98839504,rt musim pake bbm android jokowi presiden jokowi android jasmev,1
1735,-688819328,lol musim pake bbm android jokowi presiden jokowi android jasmev,1
1736,-696368254,eeaaa rt musim pake bbm android jokowi presiden jokowi android jasmev,1
1737,-1804786743,rt syifamw cumandisedap calon presiden wiranto wiwit andy moko sedap,0
1738,-1026827297,rt wartanu pbnu bersikap orang capres mahfud md rhoma irama pkb,0
1739,-1234756459,mega capres jokowi maksa pasangan koalisi adeayusasmita jokowi nyapres pdip koalisi,-1
1740,3979726,rt enumbero mega capres jokowi maksa pasangan koalisi adeayusasmita jokowi nyapres pdip h,-1
1741,1818885961,wiranto arb sdh umumkan bilang politik sewot klo jokowi nyapres,0
1742,-1354719665,jokowipres dahlan presiden jokowi wapres pasangan ideal prabowo presiden dahlan wapres sip deh,1
1743,692078045,rt hendramurdiyant jokowipres dahlan presiden jokowi wapres pasangan ideal prabowo presiden dahlan,1
1744,1468628346,rt wiranto arb sdh umumkan bilang politik sewot,0
1745,501879158,capres jk serahkan golkar,0
1746,1704666768,capres jk serahkan golkar arbmatanepicek,0
1747,-1130500837,republikaonline jk hrs contoh kader golkar yg bhw golkar sdh capres arb gentlemen boss,1
1748,-1268487802,jokowicentre prediksi percaya koalisi umumkan capres jokowi abraham samad,1
1749,1309172808,rt junhyungcola capres jk serahkan golkar,0
1750,-1389871089,blom presiden dahlan iskan sodok pegawai bumn takut thd,1
1751,1113359219,vivanews jokowi capres arb wakilnya pantes,1
1752,-916153466,capres jusuf kalla menyerahkan pengurus golkar menjagokan aburizal bakrie pilpres,0
1753,-1548213671,rt capres jusuf kalla menyerahkan pengurus golkar menjagokan aburizal bakrie pilpres,0
1754,-1899901168,spertinya sy pilihan calon presiden sy thn jokowi presiden dahlan iskan wapres amin,1
1755,-65598090,rt ferlaks spertinya sy pilihan calon presiden sy thn jokowi presiden dahlan iskan wapres amin,1
1756,338196086,golput capres lp cipinang aja mreka pilihan capres jokowi dahlan golput gimana sepakat,-1
1757,-73301047,rt golput capres lp cipinang aja mreka pilihan capres jokowi dahlan golput,-1
1758,1069014880,rt golput capres lp cipinang aja mreka pilihan capres jokowi dahlan golput,-1
1759,-905852343,jokowi bu mega maju pilpres rt capres jokowi cawapres,0
1760,242078267,rt jokowi bu mega maju pilpres rt capres jokowi cawapres,0
1761,-1390391959,bgmn reaksi presiden jk mnrima surat dr rkyat kcil yg tk brarti lgsg msuk smph brgkali,0
1762,856138413,neraka sidoarjo yg sang capres arb saksi kebangkitan sepak bola indonesia garuda mudanya,0
1763,1879662440,vivanews golkar udh pd bosan jd anggota dewan ngotot psg capres arb biar iklannya sehari ttp,0
1764,-268438028,nyamok ne makhluk berani lh presiden jk gigit nye,0
1765,-849121275,terkait calon presiden mahfud md diusung pkb malik menyakini lolos bursa pilpres,0
1766,-1005410825,rt jatengbangkit terkait calon presiden mahfud md diusung pkb malik menyakini lolos bursa,0
1767,658921285,prabowo ngoyo presiden prabowo indonesia merdeka indonesia prabowopresiden gerindrasalam indonesiaraya,1
1768,-1166859273,rt prabowo ngoyo presiden prabowo indonesia merdeka indonesia prabowopresiden gerindr,1
1769,1429499801,rt prabowo ngoyo presiden prabowo indonesia merdeka indonesia prabowopresiden gerindr,1
1770,-2041668382,koesnosoekarnoe soekarno ao suka liat soekarno ama wakil presiden hatta go jadikan ao istri eyang soekarno,0
1771,876323276,ismeth presiden megawati sbg plt gubernur kepulauan riau riau tdk membantu pendanaan,0
1772,-1675794006,rt candrakepri ismeth presiden megawati sbg plt gubernur kepulauan riau riau tdk membantu pendanaan,0
1773,68544094,rt berdoa megawati terbuka hatinya menjadikan presiden jokowi,1
1774,-1817759709,jk cocok presiden jk bagus pmi,-1
1775,1065404917,pengelolaan jakarta depok sdh shng pemimpinnya jd capres,0
1776,1935483033,rt pasarminggunews pengelolaan jakarta depok sdh shng pemimpinnya jd capres,0
1777,-18305842,mantep utk presiden arb ketua mpr mega kapolri timur pensiun dibatalkan ketua kpk ani ketua ruhut dah,-1
1778,-156957751,newsupdate diskriminasi orang miliki mobil mantan wakil presiden jusuf kalla jan,0
1779,16618892,haha jancuk tenan fadjroel hehehe keren rt lemanku calon presiden berdiskusi rakyatnya cc fadjroel,1
1780,-949733654,barcodic drpd kyk kebo p rt tribunnews terpopuler wasekjen demokrat jokowi gayanya capres jokowi tdk nyapres,0
1781,813730082,jk pengusaha pulang sekolah jaga toko pengusaha mantan wakil presiden jusuf kalla jk,0
1782,369590942,rt haha jancuk tenan fadjroel hehehe keren rt lemanku calon presiden berdiskusi rakyatnya cc,1
1783,1568791906,capres wiranto prabowo bakri puan mega jokowi hatta mahfud abraham samad msh tenar ronaldo messi suarez gerrard iwan fals,0
1784,-148971604,rt capres wiranto prabowo bakri puan mega jokowi hatta mahfud abraham samad msh tenar ronaldo messi,0
1785,228366263,sosok gubernur jokowi mantan wakil presiden jusuf kalla dinyatakan tokoh terpopuler perbincangan,1
1786,-688215239,sosok gubernur jokowi mantan wakil presiden jusuf kalla dinyatakan tokoh terpopuler perbincangan,1
1787,165925344,sosok gubernur jokowi mantan wakil presiden jusuf kalla dinyatakan tokoh terpopuler perbincangan,1
1788,530592839,sosok gubernur jokowi mantan wakil presiden jusuf kalla dinyatakan tokoh terpopuler perbincangan,1
1789,-2077442658,sosok gubernur jokowi mantan wakil presiden jusuf kalla dinyatakan tokoh terpopuler perbincangan,1
1790,-1426336188,sosok gubernur jokowi mantan wakil presiden jusuf kalla dinyatakan tokoh terpopuler perbincangan,1
1791,1838722155,sosok gubernur jokowi mantan wakil presiden jusuf kalla dinyatakan tokoh terpopuler perbincangan,1
1792,625989217,sosok gubernur jokowi mantan wakil presiden jusuf kalla dinyatakan tokoh terpopuler perbincangan,1
1793,725625214,sosok gubernur jokowi mantan wakil presiden jusuf kalla dinyatakan tokoh terpopuler perbincangan,1
1794,-1328751544,sosok gubernur jokowi mantan wakil presiden jusuf kalla dinyatakan tokoh terpopuler perbincangan,1
1795,-1409694096,sosok gubernur jokowi mantan wakil presiden jusuf kalla dinyatakan tokoh terpopuler perbincangan,1
1796,-1154178242,sosok gubernur jokowi mantan wakil presiden jusuf kalla dinyatakan tokoh terpopuler perbincangan,1
1797,-1558677808,sosok gubernur jokowi mantan wakil presiden jusuf kalla dinyatakan tokoh terpopuler perbincangan,1
1798,-361951025,sosok gubernur jokowi mantan wakil presiden jusuf kalla dinyatakan tokoh terpopuler perbincangan,1
1799,1057189972,sosok gubernur jokowi mantan wakil presiden jusuf kalla dinyatakan tokoh terpopuler perbincangan,1
1800,1659948364,sosok gubernur jokowi mantan wakil presiden jusuf kalla dinyatakan tokoh terpopuler perbincangan,1
1801,1418140211,sosok gubernur jokowi mantan wakil presiden jusuf kalla dinyatakan tokoh terpopuler perbincangan,1
1802,-587945765,sosok gubernur jokowi mantan wakil presiden jusuf kalla dinyatakan tokoh terpopuler perbincangan,1
1803,158627890,sosok gubernur jokowi mantan wakil presiden jusuf kalla dinyatakan tokoh terpopuler perbincangan,1
1804,-1699631701,sosok gubernur jokowi mantan wakil presiden jusuf kalla dinyatakan tokoh terpopuler perbincangan,1
1805,-477620953,sosok gubernur jokowi mantan wakil presiden jusuf kalla dinyatakan tokoh terpopuler perbincangan,1
1806,1827687625,sosok gubernur jokowi mantan wakil presiden jusuf kalla dinyatakan tokoh terpopuler perbincangan,1
1807,-593929828,sosok gubernur jokowi mantan wakil presiden jusuf kalla dinyatakan tokoh terpopuler perbincangan,1
1808,422033707,sosok gubernur jokowi mantan wakil presiden jusuf kalla dinyatakan tokoh terpopuler perbincangan,1
1809,-275103228,sosok gubernur jokowi mantan wakil presiden jusuf kalla dinyatakan tokoh terpopuler perbincangan,1
1810,-1089429480,sosok gubernur jokowi mantan wakil presiden jusuf kalla dinyatakan tokoh terpopuler perbincangan,1
1811,-1157862195,sosok gubernur jokowi mantan wakil presiden jusuf kalla dinyatakan tokoh terpopuler perbincangan,1
1812,1468201915,sosok gubernur jokowi mantan wakil presiden jusuf kalla dinyatakan tokoh terpopuler perbincangan,1
1813,697702594,sosok gubernur jokowi mantan wakil presiden jusuf kalla dinyatakan tokoh terpopuler perbincangan,1
1814,-1433004563,sosok gubernur jokowi mantan wakil presiden jusuf kalla dinyatakan tokoh terpopuler perbincangan,1
1815,1815810987,sosok gubernur jokowi mantan wakil presiden jusuf kalla dinyatakan tokoh terpopuler perbincangan,1
1816,1314758238,sosok gubernur jokowi mantan wakil presiden jusuf kalla dinyatakan tokoh terpopuler perbincangan,1
1817,769158909,sosok gubernur jokowi mantan wakil presiden jusuf kalla dinyatakan tokoh terpopuler perbincangan,1
1818,-1457882588,sosok gubernur jokowi mantan wakil presiden jusuf kalla dinyatakan tokoh terpopuler perbincangan,1
1819,-469306461,sosok gubernur jokowi mantan wakil presiden jusuf kalla dinyatakan tokoh terpopuler perbincangan,1
1820,14718871,sosok gubernur jokowi mantan wakil presiden jusuf kalla dinyatakan tokoh terpopuler perbincangan,1
1821,1030110860,sosok gubernur jokowi mantan wakil presiden jusuf kalla dinyatakan tokoh terpopuler perbincangan,1
1822,164125395,sosok gubernur jokowi mantan wakil presiden jusuf kalla dinyatakan tokoh terpopuler perbincangan,1
1823,-193047547,sosok gubernur jokowi mantan wakil presiden jusuf kalla dinyatakan tokoh terpopuler perbincangan,1
1824,-1662317389,sosok gubernur jokowi mantan wakil presiden jusuf kalla dinyatakan tokoh terpopuler perbincangan,1
